"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"02.08.2012","26.180,0","26.800,0","26.800,0","25.820,0","430,85K","-3,68%"
"01.08.2012","27.180,0","27.260,0","27.260,0","27.100,0","29,79K","0,00%"
"31.07.2012","27.180,0","27.320,0","27.320,0","27.180,0","409,02K","-1,02%"
"30.07.2012","27.460,0","27.120,0","27.460,0","27.120,0","43,90K","-0,15%"
"27.07.2012","27.500,0","26.840,0","27.500,0","26.800,0","90,99K","3,15%"
"26.07.2012","26.660,0","26.800,0","26.800,0","26.500,0","71,54K","-0,52%"
"25.07.2012","26.800,0","27.000,0","27.000,0","26.800,0","60,80K","-0,74%"
"24.07.2012","27.000,0","27.000,0","27.080,0","26.980,0","116,71K","0,30%"
"23.07.2012","26.920,0","27.000,0","27.000,0","26.820,0","91,35K","-2,53%"
"19.07.2012","27.620,0","27.500,0","27.620,0","27.300,0","257,96K","0,44%"
"18.07.2012","27.500,0","27.340,0","27.500,0","27.240,0","135,86K","0,81%"
"17.07.2012","27.280,0","27.100,0","27.280,0","27.000,0","88,02K","0,66%"
"16.07.2012","27.100,0","27.400,0","27.400,0","27.100,0","239,73K","-2,10%"
"13.07.2012","27.680,0","27.500,0","27.680,0","27.300,0","96,66K","1,84%"
"12.07.2012","27.180,0","27.240,0","27.380,0","27.180,0","240,78K","-2,02%"
"11.07.2012","27.740,0","27.200,0","27.740,0","27.120,0","176,93K","1,39%"
"10.07.2012","27.360,0","27.500,0","27.500,0","27.340,0","154,14K","-0,22%"
"09.07.2012","27.420,0","27.800,0","27.800,0","27.420,0","153,09K","-1,37%"
"06.07.2012","27.800,0","27.320,0","27.800,0","27.320,0","98,68K","0,43%"
"05.07.2012","27.680,0","27.680,0","27.680,0","27.400,0","66,91K","0,00%"
"04.07.2012","27.680,0","27.680,0","27.680,0","27.680,0","16,93K","0,00%"
"03.07.2012","27.680,0","27.200,0","27.720,0","27.200,0","148,45K","2,59%"
"29.06.2012","26.980,0","26.720,0","26.980,0","26.720,0","189,63K","0,67%"
"28.06.2012","26.800,0","26.500,0","26.800,0","26.300,0","76,17K","-0,15%"
"27.06.2012","26.840,0","26.200,0","26.840,0","26.200,0","382,47K","2,44%"
"26.06.2012","26.200,0","26.200,0","26.340,0","26.080,0","170,62K","0,38%"
"25.06.2012","26.100,0","26.700,0","26.700,0","26.100,0","83,96K","-2,25%"
"22.06.2012","26.700,0","26.420,0","26.700,0","26.320,0","97,19K","1,29%"
"21.06.2012","26.360,0","27.200,0","27.200,0","26.320,0","135,41K","-3,09%"
"20.06.2012","27.200,0","27.120,0","27.200,0","27.080,0","343,52K","0,29%"
"19.06.2012","27.120,0","26.520,0","27.120,0","26.520,0","490,26K","2,26%"
"15.06.2012","26.520,0","26.400,0","26.520,0","26.380,0","1,91M","0,45%"
"14.06.2012","26.400,0","26.860,0","26.860,0","26.400,0","112,91K","-1,86%"
"13.06.2012","26.900,0","26.400,0","26.900,0","26.400,0","188,14K","1,74%"
"12.06.2012","26.440,0","26.020,0","26.440,0","26.020,0","285,61K","1,61%"
"08.06.2012","26.020,0","26.020,0","26.880,0","25.900,0","100,75K","-3,63%"
"07.06.2012","27.000,0","27.000,0","27.100,0","26.900,0","186,26K","1,50%"
"06.06.2012","26.600,0","26.400,0","26.680,0","26.400,0","145,01K","2,15%"
"05.06.2012","26.040,0","26.040,0","26.240,0","26.040,0","271,32K","0,46%"
"04.06.2012","25.920,0","26.300,0","26.300,0","25.920,0","31,44K","-3,14%"
"01.06.2012","26.760,0","27.100,0","27.100,0","26.500,0","96,70K","-1,62%"
"31.05.2012","27.200,0","26.660,0","27.200,0","26.380,0","231,25K","1,57%"
"30.05.2012","26.780,0","26.900,0","26.900,0","26.700,0","44,57K","-0,52%"
"29.05.2012","26.920,0","27.220,0","27.220,0","26.920,0","43,29K","-0,59%"
"28.05.2012","27.080,0","27.080,0","27.080,0","27.080,0","9,14K","-0,29%"
"25.05.2012","27.160,0","27.340,0","27.360,0","27.000,0","34,29K","-1,31%"
"24.05.2012","27.520,0","27.400,0","27.520,0","27.340,0","24,21K","0,73%"
"23.05.2012","27.320,0","27.160,0","27.400,0","27.160,0","37,89K","-0,80%"
"22.05.2012","27.540,0","27.780,0","27.780,0","27.300,0","57,83K","1,18%"
"18.05.2012","27.220,0","27.500,0","27.500,0","27.160,0","41,73K","-1,31%"
"17.05.2012","27.580,0","27.540,0","27.640,0","27.440,0","58,59K","0,15%"
"16.05.2012","27.540,0","27.860,0","28.200,0","27.540,0","123,28K","-0,94%"
"15.05.2012","27.800,0","27.600,0","27.800,0","27.400,0","133,86K","-0,43%"
"14.05.2012","27.920,0","27.900,0","27.920,0","27.600,0","151,84K","-0,99%"
"11.05.2012","28.200,0","28.520,0","28.520,0","27.920,0","286,67K","-2,15%"
"10.05.2012","28.820,0","29.200,0","29.200,0","28.600,0","208,27K","-1,71%"
"09.05.2012","29.320,0","29.100,0","29.320,0","29.100,0","505,76K","-0,07%"
"08.05.2012","29.340,0","29.200,0","29.340,0","29.000,0","476,73K","0,14%"
"07.05.2012","29.300,0","29.300,0","29.640,0","29.200,0","441,65K","0,21%"
"04.05.2012","29.240,0","29.200,0","29.240,0","29.180,0","345,81K","0,14%"
"03.05.2012","29.200,0","29.200,0","29.240,0","29.140,0","211,34K","0,07%"
"02.05.2012","29.180,0","29.000,0","29.180,0","28.800,0","738,42K","0,97%"
"30.04.2012","28.900,0","28.280,0","28.900,0","28.280,0","869,66K","1,40%"
"27.04.2012","28.500,0","28.480,0","28.600,0","28.420,0","368,91K","0,00%"
"26.04.2012","28.500,0","28.320,0","28.500,0","28.320,0","311,56K","0,35%"
"25.04.2012","28.400,0","28.320,0","28.440,0","28.300,0","392,24K","2,08%"
"24.04.2012","27.820,0","28.360,0","28.380,0","27.820,0","110,85K","-2,25%"
"23.04.2012","28.460,0","28.340,0","28.460,0","28.300,0","108,99K","-0,14%"
"20.04.2012","28.500,0","28.400,0","28.500,0","28.400,0","193,05K","0,35%"
"19.04.2012","28.400,0","28.380,0","28.400,0","28.320,0","67,16K","0,00%"
"18.04.2012","28.400,0","28.240,0","28.400,0","28.200,0","40,90K","0,00%"
"17.04.2012","28.400,0","28.340,0","28.420,0","28.220,0","364,37K","0,21%"
"16.04.2012","28.340,0","28.200,0","28.380,0","28.200,0","86,81K","0,50%"
"13.04.2012","28.200,0","28.100,0","28.260,0","28.000,0","36,49K","-0,28%"
"12.04.2012","28.280,0","28.240,0","28.300,0","28.000,0","395,17K","0,35%"
"11.04.2012","28.180,0","28.100,0","28.200,0","28.100,0","983,25K","0,71%"
"10.04.2012","27.980,0","28.100,0","28.100,0","27.840,0","79,58K","-0,43%"
"09.04.2012","28.100,0","28.100,0","28.100,0","27.880,0","25,32K","0,07%"
"04.04.2012","28.080,0","28.000,0","28.080,0","27.700,0","39,89K","-0,07%"
"03.04.2012","28.100,0","27.980,0","28.140,0","27.980,0","145,09K","0,72%"
"02.04.2012","27.900,0","28.140,0","28.200,0","27.900,0","72,85K","-0,71%"
"30.03.2012","28.100,0","28.000,0","28.160,0","28.000,0","611,90K","-0,57%"
"29.03.2012","28.260,0","27.860,0","28.260,0","27.800,0","166,75K","0,57%"
"28.03.2012","28.100,0","27.980,0","28.100,0","27.900,0","30,77K","0,43%"
"27.03.2012","27.980,0","27.980,0","28.020,0","27.900,0","399,72K","0,00%"
"26.03.2012","27.980,0","27.860,0","28.100,0","27.860,0","995,12K","0,36%"
"23.03.2012","27.880,0","27.780,0","27.880,0","27.720,0","14,04K","0,22%"
"22.03.2012","27.820,0","27.520,0","27.840,0","27.520,0","178,86K","0,58%"
"21.03.2012","27.660,0","27.540,0","27.820,0","27.540,0","107,40K","-0,65%"
"20.03.2012","27.840,0","27.140,0","27.840,0","27.140,0","77,07K","2,73%"
"16.03.2012","27.100,0","28.100,0","28.140,0","27.100,0","712,75K","-3,56%"
"15.03.2012","28.100,0","28.200,0","28.220,0","27.900,0","332,06K","-0,28%"
"14.03.2012","28.180,0","28.080,0","28.260,0","28.000,0","439,16K","0,64%"
"13.03.2012","28.000,0","27.640,0","28.000,0","27.600,0","514,18K","1,08%"
"12.03.2012","27.700,0","27.700,0","27.700,0","27.500,0","20,84K","-0,50%"
"09.03.2012","27.840,0","27.740,0","27.840,0","27.740,0","12,85K","-0,22%"
"08.03.2012","27.900,0","27.640,0","27.900,0","27.620,0","116,07K","1,09%"
"07.03.2012","27.600,0","27.500,0","27.600,0","27.200,0","63,57K","2,07%"
"06.03.2012","27.040,0","27.580,0","27.620,0","27.040,0","70,34K","-3,01%"
"05.03.2012","27.880,0","27.700,0","27.880,0","27.620,0","39,83K","-0,36%"
"02.03.2012","27.980,0","28.160,0","28.160,0","27.780,0","187,41K","0,14%"
"01.03.2012","27.940,0","27.800,0","28.120,0","27.800,0","290,18K","0,14%"
"29.02.2012","27.900,0","27.800,0","27.900,0","27.760,0","390,60K","1,31%"
"28.02.2012","27.540,0","27.300,0","27.900,0","27.300,0","410,63K","-0,22%"
"27.02.2012","27.600,0","27.820,0","27.840,0","27.600,0","55,62K","-1,43%"
"24.02.2012","28.000,0","28.000,0","28.080,0","27.860,0","39,87K","-0,57%"
"23.02.2012","28.160,0","28.160,0","28.160,0","27.940,0","46,36K","0,14%"
"22.02.2012","28.120,0","28.060,0","28.200,0","28.000,0","882,13K","0,07%"
"21.02.2012","28.100,0","27.840,0","28.100,0","27.800,0","60,13K","1,08%"
"20.02.2012","27.800,0","28.000,0","28.000,0","27.800,0","461,75K","-0,57%"
"17.02.2012","27.960,0","27.740,0","27.980,0","27.660,0","1,79M","1,01%"
"16.02.2012","27.680,0","27.300,0","27.700,0","27.300,0","261,20K","0,58%"
"15.02.2012","27.520,0","27.700,0","27.920,0","27.500,0","437,15K","-0,65%"
"14.02.2012","27.700,0","27.300,0","27.700,0","27.300,0","205,74K","0,36%"
"13.02.2012","27.600,0","27.600,0","27.800,0","27.500,0","18,87K","0,00%"
"10.02.2012","27.600,0","27.420,0","27.600,0","27.300,0","229,02K","0,36%"
"09.02.2012","27.500,0","27.520,0","27.560,0","27.420,0","177,97K","0,00%"
"08.02.2012","27.500,0","27.400,0","27.700,0","27.240,0","620,27K","0,66%"
"07.02.2012","27.320,0","27.220,0","27.380,0","27.060,0","116,88K","0,37%"
"06.02.2012","27.220,0","27.220,0","27.440,0","27.200,0","81,44K","0,00%"
"03.02.2012","27.220,0","26.900,0","27.400,0","26.860,0","626,69K","0,96%"
"02.02.2012","26.960,0","27.000,0","27.000,0","26.900,0","98,13K","-0,15%"
"01.02.2012","27.000,0","27.500,0","28.000,0","27.000,0","282,55K","-3,50%"
"31.01.2012","27.980,0","27.300,0","27.980,0","26.500,0","325,34K","2,87%"
"30.01.2012","27.200,0","25.900,0","27.200,0","25.900,0","678,72K","5,02%"
"27.01.2012","25.900,0","26.000,0","26.080,0","25.800,0","72,69K","-0,77%"
"26.01.2012","26.100,0","25.980,0","26.100,0","25.920,0","114,77K","0,00%"
"25.01.2012","26.100,0","26.100,0","26.180,0","26.000,0","275,49K","-0,23%"
"24.01.2012","26.160,0","26.040,0","26.160,0","25.980,0","236,60K","0,54%"
"23.01.2012","26.020,0","26.100,0","26.400,0","25.980,0","202,22K","-0,31%"
"20.01.2012","26.100,0","26.000,0","26.100,0","25.820,0","670,18K","0,38%"
"19.01.2012","26.000,0","25.860,0","26.000,0","25.820,0","54,07K","0,00%"
"18.01.2012","26.000,0","25.980,0","26.000,0","25.800,0","68,02K","0,00%"
"17.01.2012","26.000,0","26.000,0","26.100,0","25.900,0","275,09K","0,00%"
"16.01.2012","26.000,0","26.460,0","26.460,0","25.900,0","115,14K","-1,74%"
"13.01.2012","26.460,0","26.300,0","26.460,0","26.220,0","35,34K","0,08%"
"12.01.2012","26.440,0","26.800,0","26.800,0","26.300,0","153,21K","-1,12%"
"11.01.2012","26.740,0","26.800,0","27.000,0","26.700,0","81,76K","-0,82%"
"10.01.2012","26.960,0","27.000,0","27.000,0","26.700,0","113,00K","-0,07%"
"06.01.2012","26.980,0","27.320,0","27.800,0","26.420,0","97,30K","-4,58%"
"05.01.2012","28.274,4","27.995,4","28.274,4","27.756,3","70,15K","-0,07%"
"04.01.2012","28.294,3","28.194,7","28.294,3","27.557,1","23,86K","-0,14%"
"03.01.2012","28.334,2","28.234,5","28.334,2","27.935,7","47,22K","-0,07%"
"02.01.2012","28.354,1","27.895,8","28.374,0","27.417,6","28,51K","-0,07%"
"29.12.2011","28.374,0","27.875,9","28.394,0","27.318,0","76,56K","0,35%"
"28.12.2011","28.274,4","27.397,7","28.453,7","26.999,2","129,12K","-0,63%"
"27.12.2011","28.453,7","28.513,5","28.692,8","27.915,7","60,11K","-1,52%"
"26.12.2011","28.892,1","28.792,5","28.892,1","28.493,6","46,95K","0,28%"
"23.12.2011","28.812,4","28.832,3","28.892,1","28.593,2","66,39K","-0,14%"
"22.12.2011","28.852,2","28.792,5","28.892,1","28.493,6","4,14M","0,21%"
"21.12.2011","28.792,5","28.692,8","28.792,5","27.736,4","242,42K","0,35%"
"20.12.2011","28.692,8","28.593,2","28.692,8","28.394,0","331,32K","0,70%"
"19.12.2011","28.493,6","28.692,8","28.692,8","28.115,0","114,53K","-0,97%"
"16.12.2011","28.772,5","28.095,1","28.772,5","27.895,8","71,65K","3,14%"
"15.12.2011","27.895,8","28.394,0","28.493,6","27.776,3","175,60K","-1,69%"
"14.12.2011","28.374,0","27.656,7","28.593,2","27.656,7","36,73K","-0,77%"
"13.12.2011","28.593,2","28.493,6","28.692,8","27.537,2","123,73K","0,35%"
"12.12.2011","28.493,6","27.557,1","28.493,6","27.557,1","56,87K","3,92%"
"09.12.2011","27.417,6","27.457,4","28.294,3","27.397,7","172,38K","-1,64%"
"07.12.2011","27.875,9","27.058,9","27.875,9","26.501,0","73,65K","3,10%"
"06.12.2011","27.039,0","27.298,0","27.298,0","26.919,5","40,10K","-1,02%"
"05.12.2011","27.318,0","27.497,3","28.075,1","27.019,1","54,74K","-1,93%"
"02.12.2011","27.856,0","27.895,8","28.115,0","26.600,6","48,41K","-0,14%"
"01.12.2011","27.895,8","27.497,3","27.895,8","27.497,3","181,12K","1,45%"
"30.11.2011","27.497,3","27.198,4","27.875,9","27.198,4","272,70K","1,47%"
"29.11.2011","27.098,8","26.899,5","27.198,4","25.963,0","169,49K","0,82%"
"28.11.2011","26.879,6","26.760,1","26.879,6","26.401,4","159,28K","5,06%"
"25.11.2011","25.584,4","26.042,7","26.182,2","25.584,4","95,86K","-3,09%"
"24.11.2011","26.401,4","26.002,9","26.401,4","25.803,6","27,75K","2,32%"
"23.11.2011","25.803,6","26.899,5","26.899,5","25.803,6","140,19K","-3,07%"
"22.11.2011","26.620,6","26.959,3","27.138,6","26.620,6","150,67K","-2,55%"
"21.11.2011","27.318,0","26.899,5","27.318,0","26.899,5","62,18K","-0,22%"
"18.11.2011","27.377,7","27.796,2","27.796,2","27.357,8","150,66K","-1,51%"
"17.11.2011","27.796,2","27.895,8","28.095,1","27.796,2","133,17K","-0,71%"
"16.11.2011","27.995,4","27.796,2","28.095,1","27.796,2","61,02K","-1,06%"
"15.11.2011","28.294,3","27.716,5","28.394,0","27.716,5","131,36K","-1,05%"
"11.11.2011","28.593,2","27.995,4","28.593,2","27.816,1","55,86K","2,87%"
"10.11.2011","27.796,2","28.752,6","28.752,6","27.736,4","47,95K","-3,33%"
"09.11.2011","28.752,6","28.015,4","28.752,6","28.015,4","14,46K","0,49%"
"08.11.2011","28.613,1","28.134,9","28.772,5","28.134,9","20,47K","0,42%"
"04.11.2011","28.493,6","28.493,6","28.513,5","28.314,2","1,74M","0,00%"
"03.11.2011","28.493,6","28.394,0","28.872,2","28.234,5","47,04K","0,35%"
"02.11.2011","28.394,0","28.991,7","28.991,7","28.394,0","103,39K","-0,35%"
"01.11.2011","28.493,6","27.796,2","28.493,6","27.796,2","259,73K","-1,38%"
"31.10.2011","28.892,1","27.915,7","28.892,1","27.816,1","238,81K","-0,62%"
"28.10.2011","29.071,4","28.892,1","29.191,0","28.752,6","274,79K","0,62%"
"27.10.2011","28.892,1","28.394,0","28.892,1","28.394,0","370,04K","2,98%"
"26.10.2011","28.055,2","28.354,1","28.394,0","28.055,2","104,84K","-1,05%"
"25.10.2011","28.354,1","28.115,0","28.374,0","28.015,4","189,60K","0,78%"
"24.10.2011","28.134,9","28.095,1","28.374,0","28.095,1","220,56K","0,71%"
"21.10.2011","27.935,7","28.174,8","28.194,7","27.895,8","64,06K","1,01%"
"20.10.2011","27.656,7","27.895,8","28.015,4","27.656,7","223,75K","-1,84%"
"19.10.2011","28.174,8","28.174,8","28.194,7","27.676,6","52,57K","0,28%"
"18.10.2011","28.095,1","27.875,9","28.095,1","27.736,4","273,72K","2,17%"
"14.10.2011","27.497,3","27.895,8","27.995,4","27.437,5","436,15K","-1,08%"
"13.10.2011","27.796,2","27.337,9","27.796,2","27.138,6","226,68K","1,68%"
"12.10.2011","27.337,9","27.596,9","27.796,2","27.337,9","382,70K","-0,87%"
"11.10.2011","27.577,0","27.477,4","27.577,0","27.218,3","144,74K","0,00%"
"10.10.2011","27.577,0","27.577,0","27.776,3","27.258,2","83,19K","-0,72%"
"07.10.2011","27.776,3","27.397,7","27.796,2","27.098,8","77,74K","2,50%"
"06.10.2011","27.098,8","26.899,5","27.537,2","26.899,5","86,32K","0,52%"
"05.10.2011","26.959,3","27.198,4","27.377,7","26.959,3","20,10K","-1,17%"
"04.10.2011","27.278,1","25.903,3","27.278,1","25.903,3","159,90K","4,58%"
"03.10.2011","26.082,6","26.660,4","28.174,8","25.923,2","42,52K","-7,49%"
"30.09.2011","28.194,7","26.700,3","28.194,7","26.540,9","166,93K","5,20%"
"29.09.2011","26.799,9","26.919,5","27.198,4","26.799,9","138,28K","0,98%"
"28.09.2011","26.540,9","26.999,2","27.058,9","26.540,9","83,40K","-1,70%"
"27.09.2011","26.999,2","26.700,3","27.198,4","26.700,3","37,46K","1,88%"
"26.09.2011","26.501,0","26.839,8","26.899,5","26.401,4","117,58K","-1,48%"
"23.09.2011","26.899,5","27.298,0","27.377,7","26.899,5","285,89K","-1,89%"
"22.09.2011","27.417,6","27.935,7","27.935,7","27.417,6","537,51K","-3,44%"
"21.09.2011","28.394,0","28.573,3","28.692,8","28.254,5","503,13K","-0,63%"
"20.09.2011","28.573,3","29.031,6","29.031,6","28.573,3","43,58K","-1,65%"
"19.09.2011","29.051,5","28.593,2","29.051,5","28.593,2","43,37K","-0,14%"
"16.09.2011","29.091,3","28.593,2","29.091,3","28.573,3","249,32K","1,81%"
"15.09.2011","28.573,3","28.394,0","28.593,2","28.394,0","48,02K","0,28%"
"14.09.2011","28.493,6","27.895,8","28.493,6","27.875,9","103,24K","1,06%"
"13.09.2011","28.194,7","27.915,7","28.194,7","27.796,2","28,95K","0,00%"
"12.09.2011","28.194,7","27.955,6","28.194,7","27.796,2","35,70K","-0,91%"
"09.09.2011","28.453,7","28.593,2","28.593,2","28.334,2","80,34K","-0,49%"
"08.09.2011","28.593,2","28.394,0","28.593,2","28.354,1","29,64K","0,28%"
"07.09.2011","28.513,5","28.473,7","28.513,5","28.394,0","103,27K","0,49%"
"06.09.2011","28.374,0","27.895,8","28.374,0","27.836,0","126,53K","1,71%"
"05.09.2011","27.895,8","27.895,8","28.174,8","27.895,8","10,69K","-1,75%"
"02.09.2011","28.394,0","28.194,7","28.553,4","28.194,7","275,23K","0,28%"
"01.09.2011","28.314,2","28.792,5","28.991,7","28.314,2","431,32K","-1,32%"
"31.08.2011","28.692,8","28.294,3","28.692,8","28.154,8","246,90K","1,62%"
"30.08.2011","28.234,5","27.696,6","28.234,5","27.676,6","192,23K","1,65%"
"29.08.2011","27.776,3","27.178,5","27.776,3","27.178,5","76,97K","2,20%"
"26.08.2011","27.178,5","26.899,5","27.218,3","26.720,2","12,04K","-0,44%"
"25.08.2011","27.298,0","27.158,6","27.318,0","26.819,8","223,34K","0,15%"
"24.08.2011","27.258,2","27.377,7","27.497,3","26.899,5","672,36K","0,07%"
"23.08.2011","27.238,3","26.700,3","27.238,3","26.700,3","326,49K","1,64%"
"22.08.2011","26.799,9","26.979,2","26.979,2","26.501,0","165,80K","0,75%"
"19.08.2011","26.600,6","27.517,2","27.517,2","26.600,6","52,28K","-3,33%"
"18.08.2011","27.517,2","26.899,5","27.596,9","26.899,5","168,26K","-1,71%"
"17.08.2011","27.995,4","28.015,4","28.394,0","27.836,0","127,45K","1,74%"
"16.08.2011","27.517,2","27.298,0","28.294,3","27.298,0","318,26K","2,30%"
"12.08.2011","26.899,5","26.999,2","27.298,0","26.899,5","115,53K","0,00%"
"11.08.2011","26.899,5","26.899,5","27.198,4","26.760,1","257,78K","0,52%"
"10.08.2011","26.760,1","26.002,9","26.799,9","25.903,3","138,00K","1,36%"
"09.08.2011","26.401,4","26.341,6","26.700,3","26.102,5","107,34K","4,00%"
"08.08.2011","25.385,2","26.501,0","27.178,5","25.086,3","44,27K","-3,85%"
"05.08.2011","26.401,4","26.899,5","27.397,7","26.401,4","654,05K","-2,72%"
"04.08.2011","27.138,6","27.995,4","27.995,4","27.138,6","105,57K","-4,42%"
"03.08.2011","28.394,0","28.214,6","28.593,2","28.095,1","63,21K","-0,97%"
"02.08.2011","28.672,9","28.832,3","28.832,3","28.433,8","35,40K","-0,55%"
"01.08.2011","28.832,3","28.872,2","28.892,1","28.613,1","56,35K","-0,21%"
"29.07.2011","28.892,1","27.895,8","28.892,1","27.696,6","357,23K","0,69%"
"28.07.2011","28.692,8","28.593,2","28.732,7","28.493,6","201,18K","1,69%"
"27.07.2011","28.214,6","28.752,6","28.752,6","28.214,6","49,88K","-2,01%"
"26.07.2011","28.792,5","28.095,1","28.792,5","28.075,1","13,31K","-0,28%"
"25.07.2011","28.872,2","28.593,2","28.872,2","27.955,6","190,01K","0,70%"
"22.07.2011","28.672,9","28.573,3","28.692,8","27.895,8","104,45K","0,28%"
"21.07.2011","28.593,2","28.493,6","28.892,1","28.314,2","106,84K","0,35%"
"19.07.2011","28.493,6","27.856,0","28.493,6","27.856,0","20,75K","1,78%"
"18.07.2011","27.995,4","27.895,8","27.995,4","27.596,9","8,31K","0,00%"
"15.07.2011","27.995,4","27.596,9","27.995,4","27.596,9","7,18K","0,00%"
"14.07.2011","27.995,4","28.394,0","28.892,1","27.557,1","48,61K","-3,64%"
"13.07.2011","29.051,5","27.895,8","29.051,5","27.816,1","261,02K","5,50%"
"12.07.2011","27.537,2","27.357,8","28.194,7","27.357,8","99,36K","-2,74%"
"11.07.2011","28.314,2","28.553,4","28.553,4","28.055,2","26,80K","-1,18%"
"08.07.2011","28.653,0","28.593,2","28.653,0","27.198,4","71,68K","-0,14%"
"07.07.2011","28.692,8","28.692,8","28.892,1","28.692,8","48,19K","-1,03%"
"06.07.2011","28.991,7","28.991,7","29.091,3","28.792,5","201,21K","-0,34%"
"05.07.2011","29.091,3","29.191,0","29.390,2","28.931,9","63,47K","-0,34%"
"01.07.2011","29.191,0","29.151,1","29.191,0","28.931,9","65,72K","0,34%"
"30.06.2011","29.091,3","29.091,3","29.091,3","28.951,9","144,14K","-0,34%"
"29.06.2011","29.191,0","29.290,6","29.290,6","28.991,7","114,53K","-0,34%"
"28.06.2011","29.290,6","29.191,0","29.410,2","29.131,2","142,13K","0,55%"
"24.06.2011","29.131,2","29.410,2","29.410,2","29.111,3","64,76K","-1,55%"
"23.06.2011","29.589,5","28.892,1","29.589,5","28.772,5","81,29K","1,02%"
"22.06.2011","29.290,6","29.350,4","29.350,4","29.031,6","122,09K","0,55%"
"21.06.2011","29.131,2","29.191,0","29.370,3","29.131,2","66,59K","0,14%"
"20.06.2011","29.091,3","29.290,6","29.689,1","29.091,3","26,88K","-2,01%"
"17.06.2011","29.689,1","28.991,7","29.689,1","28.991,7","660,41K","2,41%"
"16.06.2011","28.991,7","28.892,1","29.290,6","28.852,2","446,99K","-1,02%"
"15.06.2011","29.290,6","29.191,0","29.290,6","28.892,1","125,17K","-0,34%"
"14.06.2011","29.390,2","29.370,3","29.390,2","29.250,8","40,58K","0,07%"
"13.06.2011","29.370,3","29.350,4","29.370,3","29.191,0","51,08K","0,96%"
